,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,OperationTime,Address
6819,푸라닭-경희대점,na**님,푸라닭 치킨/1,너무 맛있었어용! 뼈보다 순살이 좀더 맛있눈고같아요,5,5,5,5,2021년 2월 22일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6820,푸라닭-경희대점,sk**님,"（뼈）푸라반＋달콤반/1,코카콜라 1.25L（추가）/1",주문하고 바로 배달 도착했습니다.,5,5,5,5,2021년 2월 21일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6821,푸라닭-경희대점,hy**님,블랙마요/1,아이가 배고파서 사진은 못찍었는데 사장님 요청사항 너무 감사드립니다 감동 받았어요 ㅎㅎ 집앞 가까운지점도 있었지만 경희대점 추천 마구마구 해드리고싶어요ㅎㅎ 사업 번창하시길 바라며 작은 리뷰지만 경희대점 추천드려요 ~^^,5,5,5,5,2021년 2월 21일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6822,푸라닭-경희대점,손님,（뼈）푸라반＋블랙반/1,배달도 빨리 오고 기사님도 친절하시고 푸라닭 처음 시켜 먹어봤는데 와 맛있네요 ㅎㅎ 반반인데 양이 엄청 많아서 놀랐어요 ^^ 감튀까지 맛있어요,5,5,5,5,2021년 2월 21일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6823,푸라닭-경희대점,mo**님,블랙악마/1,앗 리뷰쓰는거 깜빡할뻔....! 사장님께서 요청사항 잘 들어주시고 곤란한 부분은 전화하셔서 확인까지 해주실 정도로 친절하십니다! 맛은 뭐 믿고 먹는 푸라닭이라서 말해 뭐하겠습니까 ㅎㅎ 잘먹었습니다!!,5,5,5,5,2021년 2월 21일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6824,푸라닭-경희대점,mi**님,푸라닭에 반하다/1(사이드메뉴(레귤러컷)),자주시켜먹는 곳입니다. 오늘도 맛있게 먹었습니다. 또 시켜먹을께요,5,5,5,5,2021년 2월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6825,푸라닭-경희대점,na**님,순살 고추마요/1,아부지 어무니가 무슨치킨이 이렇게 맛있냐고하시네용,5,5,5,5,2021년 2월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6826,푸라닭-경희대점,ya**님,"고추마요 치킨/1,블랙알리오/1",진짜 맛납니다! 다른 지점보다도 서비스도 좋고 앞으로 경희대점 애용하려구요~^^,5,5,5,5,2021년 2월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6827,푸라닭-경희대점,ag**님,（뼈）푸라반＋악마반/1,맛있어요^^ 아이도 프라이드 잘 먹어요^^,5,5,5,5,2021년 2월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6828,푸라닭-경희대점,no**님,블랙알리오/1,제가 다른지점 푸라닭 먹고 너무 맛있어서 부모님댁에도 배달시켜드렸어요. 부모님도 너~~무 맛있다고 하셔셔 뿌듯해요ㅎㅎ,5,5,5,5,2021년 2월 19일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6829,푸라닭-경희대점,pt**님,（뼈）푸라반＋매드반/1,"항상 따뜻하게 배달되어 맛있게 잘 먹고 있습니다. 매드갈릭은 처음 먹어봤는데, 저는 괜찮았는데 와이프는 마늘향이 강해서 싫다네요. 계속 맛있는 음식 부탁드립니다~~",5,5,5,5,2021년 2월 19일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6830,푸라닭-경희대점,su**님,"블랙투움바/1,치자치킨무 추가/1",너무 맛있어서 담에 또 먹으려구요,5,5,5,5,2021년 2월 19일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6831,푸라닭-경희대점,bi**님,"투움바 치킨/1,고추마요 치킨/1",맛있게 잘먹었습니다~,5,5,5,5,2021년 2월 19일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6832,푸라닭-경희대점,dl**님,블랙투움바/1,순살이 왜 없는거야ㅠㅠ 그래도 맛있져용 배달 너무 빨라서 놀램 예상시간보다 40분 일찍옴,5,4,5,5,2021년 2월 18일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6833,푸라닭-경희대점,dl**님,투움바 치킨/1,순살이 없어서 뼈로 시켯어요,5,4,4,5,2021년 2월 17일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6834,푸라닭-경희대점,ba**님,"블랙투움바/1(사이드메뉴(블랙오징어링,블랙치즈볼))",goooooooood,5,5,5,5,2021년 2월 17일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6835,푸라닭-경희대점,pr**님,블랙마요/1(사이드메뉴(악마소스 추가)),푸라닭 처음 시켜보았는데 맛있어요. 서비스 떡도 꿀맛. 다음에 또 시킬듯합니다.,5,5,5,5,2021년 2월 16일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6836,푸라닭-경희대점,dl**님,"고추마요 치킨/1,블랙알리오/1",모야개마시짜나ㄷㄷㄷ,5,5,5,5,2021년 2월 16일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6837,푸라닭-경희대점,an**님,（뼈）푸라반＋달콤반/1,이번엔 또 다른걸로 시켜봤는데.... 진짜 맛있었어요!!!!,5,5,5,5,2021년 2월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6838,푸라닭-경희대점,cc**님,"블랙알리오/1,기름떡볶이 （달콤）/1","치킨,떡볶이 (달콤)모두 맛있어요~~ 다음앤 매콤한 떡볶이도 먹어봐야겠어요 요즘 푸라닭만 먹네요^^",5,5,4,5,2021년 2월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6839,푸라닭-경희대점,ra**님,고추마요 치킨/1(사이드메뉴(고추마요소스 추가)),"요청사항대로 할라피뇨도 많이 주시고 떡도 많이 주시고 진짜 감사합니다 사장님 🧡 요청하지 않아도 많이 주시는 것 같아요(할라피뇨, 소스 등) 엄청 맛있게 잘 먹었습니다 :) 포장도 깔끔하고 고급져요 👍👍",5,5,5,5,2021년 2월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6840,푸라닭-경희대점,he**님,블랙알리오/1(사이드메뉴(기름떡볶이 （레드）)),푸라닭 경희대점 맛있어용!!,5,5,5,5,2021년 2월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6841,푸라닭-경희대점,손님,고추마요 치킨/1,처음 시켜보는건데 양도 많고 맛있네요! 다음번엔 다른치킨으로 시켜볼게요~!,5,5,5,5,2021년 2월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6842,푸라닭-경희대점,ti**님,"블랙마요/1,악마소스 추가/1,코카콜라 500ML（추가）/1",리뷰보다가 사장님 댓글에 소스 추가함 맛있대서 추가해서 먹었는데 생각보다 안맵고 숯불 느낌으로 맛있네요. 배달도 빨랐어요.,5,5,5,5,2021년 2월 14일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6843,푸라닭-경희대점,lo**님,블랙마요/1,푸라닭 경희대점 추천합니다,5,5,5,5,2021년 2월 14일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6844,푸라닭-경희대점,ni**님,고추마요 치킨/1,너무 맛있게 먹었습니다!!! 새해 복 많이 받으세요!,5,5,5,5,2021년 2월 14일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6845,푸라닭-경희대점,nx**님,"블랙마요/1,블랙치보샤（4ea）/1",처음 먹어보는데 너무 맛있네요 ! 특히 블랙알리오 최고입니다,5,5,5,5,2021년 2월 14일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6846,푸라닭-경희대점,wi**님,"블랙마요/1(사이드메뉴(고추마요소스 추가,웨지감자 추가,떡 추가,블랙치즈볼))",잘먹었습니다~~^^,5,5,5,5,2021년 2월 13일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6847,푸라닭-경희대점,dl**님,순살 블랙알리오/1(사이드메뉴(악마소스 추가)),순살이 있어서 오랜만에 먹었네요 맛있었어요,5,5,5,,2021년 2월 11일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6848,푸라닭-경희대점,he**님,블랙투움바/1,잘 받아서 아주 맛있게 잘 먹었습니다~ 감사합니다~,5,5,5,5,2021년 2월 10일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6849,푸라닭-경희대점,tm**님,"순살 고추마요/1,순살 파불로/1",포장도 깔끔하고 맛은 너무 맛있어요!!,5,5,5,5,2021년 2월 10일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6850,푸라닭-경희대점,gh**님,블랙알리오/1,배달왔다고 알려주시지 않고 문자도 없어서 계속 기다리다가 식은 치킨을 먹었습니다..아쉬워요,2,4,3,2,2021년 2월 10일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6851,푸라닭-경희대점,re**님,블랙마요/1,맛있게 잘먹었어료. ~!!♡♡,5,5,5,5,2021년 2월 9일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6852,푸라닭-경희대점,dl**님,푸라닭 치킨/1,푸라닭은 무조건 경희대점으로만 시켜요! 튀김옷도 바삭하고 서비스도 좋아서ㅎㅎㅎ추가 서비스로 주신 매운 소스 너무 맛있게 먹었어요ㅎㅎ최고최고♡,5,5,5,5,2021년 2월 9일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6853,푸라닭-경희대점,rl**님,（뼈）푸라반＋달콤반/1,후반 양반 시켜먹으면 그 치킨집 실력을 알수있는데 양념치킨 옛날 양념 맛이고 후라이드 베이크치킨 맛 겉바속촉 맛있습니다 굳굳,5,5,5,5,2021년 2월 9일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6854,푸라닭-경희대점,pd**님,블랙마요/1,너무 맛있어요 감튀도 엄청 많이 주셔서 감사합니당,5,5,5,5,2021년 2월 8일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6855,푸라닭-경희대점,ch**님,（뼈）푸라반＋블랙반/1,너무너무 맛있어요!!,5,5,5,5,2021년 2월 8일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6856,푸라닭-경희대점,si**님,"푸라닭 치킨/1,블랙알리오/1",배달도빨랐고 맛있게 잘먹었습니다!,5,5,5,5,2021년 2월 8일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6857,푸라닭-경희대점,ki**님,"고추마요 치킨/1,블랙알리오에 반하다/1",고급지고 꼼꼼한포장에 감동!! 거기다 맛도 있어요. 고추마요가 소스랑만먹으면느끼한데 할리피뇨랑 매운 소스랑 곁들여먹으면 조화롭네요. 맛있게 잘먹었습니다,5,5,5,5,2021년 2월 7일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6858,푸라닭-경희대점,bi**님,순살 블랙마요/1,배달 빨리오구 맛있어요~,5,5,5,5,2021년 2월 7일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6859,푸라닭-경희대점,ss**님,"고추마요 치킨/1(사이드메뉴(악마소스 추가,블랙치즈볼))",역시 믿고 먹는 경희대점!!!! 배달도 맛도 양도 최고입니다👍🏻 순살 품절이라규 슬퍼하지말규 뼈로 시켜드세요!! 뼈도 맛있어요!!! 그리고 치즈볼 무조건 추가입니다!!!!,5,5,5,5,2021년 2월 7일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6860,푸라닭-경희대점,ky**님,"블랙마요/1,코카콜라 1.25L（추가）/1",맛있어요 반반시키니 메뉴 구성이 좋아요 ㅋ,5,5,5,5,2021년 2월 7일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6861,푸라닭-경희대점,so**님,순살 제너럴 핫/1,푸라닭 아니면 치킨을 못먹는 몸이 되버렷,5,5,5,5,2021년 2월 7일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6862,푸라닭-경희대점,ki**님,블랙투움바/1,제시간에 잘와서 잘먹었어요...,4,3,4,5,2021년 2월 6일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6863,푸라닭-경희대점,tn**님,순살 고추마요/1,역시 순살 고추마요는 진리~ 배달도 빠르고 맛있습니다,5,5,5,5,2021년 2월 6일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6864,푸라닭-경희대점,py**님,순살 블랙알리오/1,진짜 최고입니다bbb,5,5,5,5,2021년 2월 6일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6865,푸라닭-경희대점,se**님,블랙투움바/1,맛있었어요~~잘먹었습니다ㅎㅎ,5,5,5,5,2021년 2월 4일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6866,푸라닭-경희대점,sw**님,순살 블랙투움바/1,배달.맛.양 . 무엇하나빠지질않네요 맛있게 잘먹었습니다👍👍,5,5,5,5,2021년 2월 4일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6867,푸라닭-경희대점,lu**님,블랙알리오/1,새우칩은 안 넣어 주시는 거죠? 치킨 맛있어요 🥺,5,5,5,5,2021년 2월 3일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6868,푸라닭-경희대점,ms**님,,양도 많았고 블랙알리오랑 고추 마요 번갈아 먹으니 물리지도않고 맛있었습니다. 떡도 쫄깃하니 좋네요,5,5,5,5,2021년 2월 3일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6869,푸라닭-경희대점,jd**님,투움바 치킨/1,투움바 진심 존맛탱 너무 맛있어요!! 안에 들어있는 떡도 쫀득 쫀득 맛있음ㅠ,5,5,5,5,2021년 2월 3일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6870,푸라닭-경희대점,lm**님,투움바 치킨/1,사장님께서 소스도 듬뿍 넣어주셔서 그런가 넘 맛있었어요! 첨으로 시켜본건데 후회없는 맛이에요~~,5,5,5,5,2021년 2월 2일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6871,푸라닭-경희대점,yu**님,"（뼈）푸라반＋달콤반/1,고추마요소스 보틀（240g）/1",정말 맛있었어요!!,5,5,5,5,2021년 1월 31일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6872,푸라닭-경희대점,eu**님,블랙마요/1,푸라닭 너무 맛있어요.. 떡튀김도,5,5,5,5,2021년 1월 31일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6873,푸라닭-경희대점,ch**님,（뼈）푸라반＋고추반/1,항상 맛있어요👍👍,5,5,5,5,2021년 1월 31일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6874,푸라닭-경희대점,zh**님,블랙마요/1,맛있는데 많이 먹으면 좀 느끼한거같아요,4,4,4,3,2021년 1월 31일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6875,푸라닭-경희대점,sk**님,블랙알리오/1,양도 많고 맛있었어요,5,5,5,5,2021년 1월 31일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6876,푸라닭-경희대점,be**님,순살 블랙투움바/1,굿굿굿굿굿 요청사항 잘 체크하심,5,5,5,5,2021년 1월 31일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6877,푸라닭-경희대점,wj**님,순살 고추마요/1,진짜 맛잇어요 고추마요 최고,5,5,5,5,2021년 1월 30일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6878,푸라닭-경희대점,tn**님,파불로에 반하다/1,신메뉴도 맛있고~ 배달도 빠르네요~,5,5,5,5,2021년 1월 30일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6879,푸라닭-경희대점,rm**님,블랙투움바/1,푸라닭 완전맛있어용ㅎㅎㅎ,5,5,5,5,2021년 1월 30일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6880,푸라닭-경희대점,he**님,"투움바 치킨/1,블랙마요/1",소스 많이 달라고 요청드렸는데 정말 듬뿍 주셔서 맛있게 잘 먹었습니다~👍 상세 사진들 첨부해서 리뷰 등록합니다~,5,5,5,3,2021년 1월 30일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6881,푸라닭-경희대점,73**님,블랙투움바/1,너무 너무 맛있어요!!!짱!!!,5,5,5,5,2021년 1월 30일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6882,푸라닭-경희대점,nn**님,（뼈）푸라반＋블랙반/1(사이드메뉴(악마소스 추가)),닭이 상당히 크네요 ㅎ,3,4,3,3,2021년 1월 30일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6883,푸라닭-경희대점,17**님,투움바 치킨/1,맛있어요맛있어요맛있어요,5,5,5,5,2021년 1월 28일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6884,푸라닭-경희대점,ab**님,블랙알리오/1,앞선리뷰에서 순살수급이 안된다는거 같아 뼈로 먹었는데요. 맛만 있으면 뼈든 순살이든 다 맛있어서 잘 먹었어요 콜라 서비스도 좋았어요,5,5,5,5,2021년 1월 27일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6885,푸라닭-경희대점,ma**님,"（뼈）푸라반＋블랙반/1(사이드메뉴(웨지감자 추가,떡 추가)),테라생맥주 1000㏄/2",처음 시켰는데... 이제 푸라닭만 시킬거같아요! 넘 맛있어요!!!^^*ㅒ,5,5,5,5,2021년 1월 27일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6886,푸라닭-경희대점,da**님,고추마요 치킨/1(사이드메뉴(달콤양념소스 추가)),너무너무 맛있어용 짱짱 !!,5,5,5,5,2021년 1월 27일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6887,푸라닭-경희대점,dl**님,블랙알리오/1(（뼈）_반마리(악마반)),순살이 없어서 뼈로 먹었네요 전 순살이 더 좋은듯,5,5,5,,2021년 1월 27일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6888,푸라닭-경희대점,tk**님,"（뼈）푸라반＋달콤반/1,코카콜라 1.25L（추가）/1",이번에도 맛나게 먹었습니다~ 배달도 엄청 빠르셨어요~,5,5,5,5,2021년 1월 26일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6889,푸라닭-경희대점,da**님,（뼈）푸라반＋고추반/1(사이드메뉴(떡 추가)),언제나처럼 제일 맛있다~,5,5,5,5,2021년 1월 25일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6890,푸라닭-경희대점,za**님,블랙마요/1(사이드메뉴(블랙치즈볼)),맛있어요 자주먹어서 쿠폰10장도전하려고요~^^,5,5,5,5,2021년 1월 24일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6891,푸라닭-경희대점,m1**님,블랙알리오에 반하다/1(사이드메뉴(레귤러컷)),아들이 추천한 메뉴 블랙 알리오 완전 맛나요 우리집은 앞으로 푸라닭으로 ~~ 담에 또 시켜먹을께요,5,5,5,5,2021년 1월 24일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6892,푸라닭-경희대점,ad**님,블랙마요/1,짱 맛있어요!! 양도 많아요!!,5,5,5,5,2021년 1월 24일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6893,푸라닭-경희대점,an**님,（뼈）푸라반＋블랙반/1,푸라닭 처음 먹어봤는데!!! 진짜 맛있었어요!,5,5,5,5,2021년 1월 24일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6894,푸라닭-경희대점,jb**님,"고추마요 치킨/1,블랙알리오/1(（뼈）_반마리(매드반),사이드메뉴(기름떡볶이 （블랙）,고추마요소스 보틀（240g）,기름떡볶이（투움바）))",셋이 2.5마리 먹고 반 남겼어요 양 진짜 혜자,5,5,5,5,2021년 1월 24일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6895,푸라닭-경희대점,wh**님,"블랙알리오/1(사이드메뉴(블랙크로칸슈)),코카콜라 1.25L（추가）/1",맛있게 잘 먹었습니다 ㅎㅎ,5,5,5,5,2021년 1월 24일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6896,푸라닭-경희대점,kj**님,"블랙투움바/1,처음처럼/1",잘도착했어요 잘먹었습니다 감사합니다,5,5,5,5,2021년 1월 24일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6897,푸라닭-경희대점,or**님,"고추마요 치킨/1,블랙알리오/1",요즘엔 푸라닭만 시켜먹네요 ㅋ,5,5,5,5,2021년 1월 22일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6898,푸라닭-경희대점,59**님,푸라닭 치킨/1,푸라닭 처음 먹어봤는데 맛있어요^ ^ 다음엔 다른 맛도 먹어보려고요,5,5,5,,2021년 1월 22일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6899,푸라닭-경희대점,sk**님,"제너럴 핫 치킨/1,고추마요 치킨/1",항상 먹어도 질리지 않는 고추마요 3번 4번 먹어도 맛있어요 처음 맛보는 제너럴치킨-떡이랑 먹어도 맛있고 밥이랑 먹어도 맛있어요~^^ 싹~비운 사진을 올릴까했는데 좀 지저분한듯해서 생략했어요 배달 예상시간보다 빨리 도착해서 좋았어요 쿠폰 7장 모았는데 빠른시일내에 10장 채우겠습니다,5,5,5,5,2021년 1월 21일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6900,푸라닭-경희대점,ms**님,블랙마요/1,리뷰이벤트로 떡도 엄청 많이 넣어주시구 배달도 빨랐고 맛있는야식이었습니다♥️♥️,5,5,5,5,2021년 1월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6901,푸라닭-경희대점,he**님,순살 블랙마요/1(사이드메뉴(블랙치즈볼)),"배달도 빠르게 왔고, 푸라닭 이름값하는 맛이었다. 졸맛탱..! 마요소스였음에도 많이 안느끼하고 블랙알리오랑 느끼 짭잘 조화로 맛있었음! 치즈볼도 달달하니 쵝오",5,5,5,5,2021년 1월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6902,푸라닭-경희대점,se**님,푸라닭 치킨/1,후라이드 맛있네요!! 기름기도 많이 없고,5,5,5,5,2021년 1월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6903,푸라닭-경희대점,dl**님,순살 블랙알리오/1,순살맛있습니다 먹을만해요 마늘도 맛있어요,5,5,4,5,2021년 1월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6904,푸라닭-경희대점,gu**님,고추마요 치킨/1,순살이 없어서 처음으로 뼈 먹어봤는데 맛있어요👍👍❤️,5,5,5,5,2021년 1월 20일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6905,푸라닭-경희대점,ma**님,푸라닭 치킨/1,really good,5,5,5,5,2021년 1월 19일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6906,푸라닭-경희대점,jo**님,"순살 블랙투움바/1,테라생맥주 1000㏄/1",서비스 주신 감자튀김 양 완전 혜자스럽고 치킨도 너무 맛났습니다!!! 요즘 푸라닭에 빠져 있어요!!,5,5,5,5,2021년 1월 18일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6907,푸라닭-경희대점,ly**님,순살 블랙마요/1,맛있어요!! 배달도 예상시간보다 빨랐고 양도 많았습니다,5,5,5,5,2021년 1월 18일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6908,푸라닭-경희대점,eu**님,（뼈）푸라반＋고추반/1(사이드메뉴(블랙치즈볼)),예정보다 일찍 배달왔고 치즈볼 시카멓게 나왔는데 원래 까만것... 존맛,5,5,5,5,2021년 1월 18일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6909,푸라닭-경희대점,js**님,블랙알리오/1,처음시켜보는데 맛있엇어용,4,5,4,5,2021년 1월 17일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6910,푸라닭-경희대점,su**님,블랙투움바/1,맛있어요 10자~~,5,5,5,5,2021년 1월 17일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6911,푸라닭-경희대점,se**님,（뼈）푸라반＋악마반/1,저번에 먹어보고 계속 생각나서 또 주문했어요~ 이번에도 역시 맛있었어요!! 순살이 없ㅇㅓ서ㅠ 뼈로 시켰는데 다행히 뼈도 맛있었습니다 ㅎㅎㅎ 그리고 떡이 진짜 쫄깃쫄깃 너무 맛있어요! 잘 먹었습니다~!,5,5,5,5,2021년 1월 17일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6912,푸라닭-경희대점,pt**님,（뼈）푸라반＋고추반/1,"다섯번째 주문인데 매번 변함없이 만족합니다!! 항상 똑같이 남기기도 그렇지만 닭의 맛, 뜨끈한 온도 뭐하나 빠지는게 없네요. 리뷰서비스로 주신 떡도 맛있습니다. 강력 추천합니다!!",5,5,5,5,2021년 1월 16일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6913,푸라닭-경희대점,du**님,순살 블랙투움바/1,너무 맛잇어요ㅎㅎㅎㅎ,5,5,5,5,2021년 1월 16일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6914,푸라닭-경희대점,yp**님,（뼈）푸라반＋블랙반/1,처음 주문해봤는데 이렇게 양이 많고 섬세할 줄 몰랐습니다. 아주 맛있고 만족스러웠네요,5,5,5,4,2021년 1월 16일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6915,푸라닭-경희대점,ku**님,순살 블랙알리오/1,순살 매번 품절이라 주문하기 어렵지만 너무너무 맛있어요,5,5,5,5,2021년 1월 16일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6916,푸라닭-경희대점,pu**님,순살 투움바/1,맛있어요. 순살중에 제일 괜찮은거같아요.,4,4,5,5,2021년 1월 16일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6917,푸라닭-경희대점,yo**님,블랙마요/1(사이드메뉴(웨지감자 추가)),맛있어요 저는 고추마요가 더 맛나요,5,5,5,5,2021년 1월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6918,푸라닭-경희대점,tn**님,순살 블랙마요/1,맛있었습니다 소스도 넉넉하고 다음엔 투움바도전!!!,5,5,4,5,2021년 1월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6919,푸라닭-경희대점,us**님,블랙투움바/1,주문하고 딱 30분만에 왔습니다. 푸라닭 먹어보는 건 이번이 두번째고 저번엔 기본/고추마요 반반 시켜먹었었는데 너무 맛있었던 기억이 있어서 또 여기서 시켜봤습니다. 블랙알리오 왜 베스트메뉴인지 바로 알겠어요ㅎㅎ 소스도 넉넉하게 깔려있어서 떡 찍어먹기에도 좋았습니다. 다른 치킨브랜드 간장치킨보다 훨씬 맛있었어요. 투움바도 살짝 매콤하고 맜있었는데 소스가 좀 꾸덕해서 아쉬웠어요.(제 개인취향입니다. 저는 좀 더 묽은 걸 좋아해요) 다음엔 블랙알리오랑 고추마요로 또 시켜먹어야겠습니다. 그리고 저번에도 느낀 건데 여기 단무지 맛있어요.,5,5,5,5,2021년 1월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6920,푸라닭-경희대점,ab**님,순살 블랙알리오/1,지난주에 이어 또 주문했습니다 엄청 맛있음,5,5,5,5,2021년 1월 15일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
6921,푸라닭-경희대점,jk**님,블랙투움바/1(사이드메뉴(떡 추가)),너무 맛있게 잘먹었어요!!!!!,5,5,5,5,2021년 1월 14일,11:00 - 00:00,서울 동대문구 회기동 60-57 1층
