,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,OperationTime,Address
3786,봉추찜닭-경희대점,so**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/2",좋았아요......,5,5,5,5,2020년 8월 16일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3787,봉추찜닭-경희대점,mo**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",생각보다 양이 적군요,4,4,4,4,2020년 8월 16일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3788,봉추찜닭-경희대점,pl**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),좀비싸도 맛있고 실해요,5,5,5,5,2020년 8월 15일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3789,봉추찜닭-경희대점,sa**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),공기밥/1",항상 시켜먹어요*^^* 감자 많이달라고 했는데 정말 풍성하게 주셔서 감사해요^^,5,4,4,4,2020년 8월 14일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3790,봉추찜닭-경희대점,tn**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),너무 맛있었어요~ 다음에 또 시켜 먹을게요 ㅎㅎ,5,5,5,5,2020년 8월 14일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3791,봉추찜닭-경희대점,je**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),볶음밥（누룽지）/1",최고예요👍딱이예요.담엔 직접가서 먹을꺼예요.,5,5,5,5,2020년 8월 3일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3792,봉추찜닭-경희대점,sm**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면＋얇은당면)),콜라/1",사장님~ 첫 주문에 매워서 두번째 주문할때 고추 다 뺐더니 느끼해서 이번엔 반만 넣고 반은 빼달라고 썼는데 아예 다 빼셨더라고요....... 당면도 반반이었는데 얇은거 두꺼운거 9대 1 정도였어요.... 주문지를 읽어주셨으면 좋았을거 같아요..,3,3,4,5,2020년 7월 31일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3793,봉추찜닭-경희대점,mi**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),매번말씀안드려도 당면따로 담아주셨는데 이번에 조리해서 보내왔고 국물하나도 없이 왔어요...ㅠ,4,5,3,5,2020년 7월 31일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3794,봉추찜닭-경희대점,bi**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",봉추찜닭 순살은 없더라구요ㅠㅠ 그래도 넘넘 맛났어요! 당면두 많이주시고♥️,5,5,5,5,2020년 7월 28일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3795,봉추찜닭-경희대점,yo**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),정말 맛있게 잘먹었습니당😋가게에서 먹는거랑 똑같이 닭냄새도 안나고 양도 많아요~!중자 시켰는데 무2개씩 동치미도 세개 챙겨주셨어요ㅋㅋㅋ👍🏻덕분에 맛있게 중복 보냅니당~😊,5,5,5,5,2020년 7월 26일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3796,봉추찜닭-경희대점,he**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/2",항상 잘 시켜먹습니다~~!,5,5,5,5,2020년 7월 25일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3797,봉추찜닭-경희대점,ps**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),언제 먹어도 맛있습니다.,5,5,5,5,2020년 7월 25일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3798,봉추찜닭-경희대점,tj**님,"봉추찜닭 大（한마리반）/1(당면 선택(넓은당면)),스프라이트/2",양도 적절하고 매콤한게 너무 맛있었습니다!,5,5,5,5,2020년 7월 22일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3799,봉추찜닭-경희대점,co**님,"봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),볶음밥（누룽지）/1",현장서 먹는맛입니다. 누룽지 좋네요. 반마리라도 양이 작지않네요. 다만 뼈가 많아서 ㅜㅜ,5,5,3,5,2020년 7월 19일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3800,봉추찜닭-경희대점,hy**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),볶음밥（누룽지）/1",언제 시켜도 맛있어요~ 또 주문할게요!,5,5,5,5,2020년 7월 19일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3801,봉추찜닭-경희대점,go**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),누릉지도 서비스로 주시고 넘넘 맛있었어요 또 먹고싶어요,5,5,5,5,2020년 7월 19일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3802,봉추찜닭-경희대점,ye**님,"봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),볶음밥（누룽지）/1",찜닭은 봉추!! 적당히 매콤하고 맛있어요! 당면도 매번 엄청 많이 주시고 마지막에 비벼먹는 누룽지는 진짜 별미입니당..,5,5,5,5,2020년 7월 18일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3803,봉추찜닭-경희대점,he**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",반마리 시켜서 둘이 먹었는데 당면 많이 주셔서 누룽지랑 배부르게 맛있게 먹었습니다! 여기 알게된 이후로 찜닭 자주먹게되네요 ㅎ,5,5,5,5,2020년 7월 17일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3804,봉추찜닭-경희대점,sa**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),공기밥/1",잘 먹었어요 근데 닭이 좀 작아 아쉬어요ㅠㅠ,5,4,4,4,2020년 7월 17일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3805,봉추찜닭-경희대점,lo**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면＋얇은당면)),넘 맛있어요 애들이 있어서 맵지않게 해달라고 했더니 잘해주셨어요,5,4,4,5,2020년 7월 16일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3806,봉추찜닭-경희대점,me**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",항상 애용하는 단골집입니다~ 배달이 빨리오고 맛도 좋았습니다:),5,5,5,5,2020년 7월 13일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3807,봉추찜닭-경희대점,ju**님,"봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),볶음밥（누룽지）/2",맛있어요~ 좋아요~,5,5,5,5,2020년 7월 9일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3808,봉추찜닭-경희대점,ni**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),양이 진짜로많아서 깜짝놀랐어요~~~^^ 맛도좋고 빠른배달도 너무좋았어요.,5,5,5,5,2020년 7월 9일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3809,봉추찜닭-경희대점,ia**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),볶음밥（누룽지）/1",항상 맛있습니다.!!!,5,5,5,5,2020년 7월 7일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3810,봉추찜닭-경희대점,so**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",너무 맛있고 당면 진짜 넘치게 넣어주셨어여ㅠㅠㅠㅠ또 꼭 시켜먹을게요,5,5,5,5,2020년 7월 7일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3811,봉추찜닭-경희대점,hz**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),콜라/1",다이어트 전에 먹고싶어서 주문했는데 당면 많이 달라고하면 된다고하셔서 많이 부탁드렸는데 진짜 많았어욬ㅋㅋㅋ 배달도 제시간에 왔구요 맛있게 잘 먹었습니다'~'!,5,5,5,5,2020년 7월 6일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3812,봉추찜닭-경희대점,op**님,봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),도대체 봉추는 찜닭인데 다른찜닭집이 낼수없는 칼칼함이 일품입니다 화학적 캡사이킨의 칼칼함이 아니라 달라요 그래서 질리지 않고 맛있어요,5,5,5,5,2020년 6월 28일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3813,봉추찜닭-경희대점,bu**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면),당면 추가 선택(당면 개별 포장（렌지에 조리해야함）)),볶음밥（누룽지）/1,콜라/1",맛이게 잘 먹었어요!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,5,5,5,2020년 6월 27일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3814,봉추찜닭-경희대점,jy**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),아이가 봉추찜닭 먹고 싶대서 주문했어요..ㅎㅎ 누룽지밥도 서비스로 보내주셔서 맛있게 너무 잘먹었어요~^*^,5,5,5,5,2020년 6월 27일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3815,봉추찜닭-경희대점,jo**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),매콤하게 해달라고했어요. 아주아주 맛있게 잘먹었습니다!,5,5,5,5,2020년 6월 24일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3816,봉추찜닭-경희대점,mo**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),볶음밥（누룽지）/1",비와서 예정시간 딱 맞춰왔어요 배고팠지만 그런건 이해해요 빗길 안전우전이 우선이니 여기저기 보다 누릉지가 갑자기 땡겨서 시켰어요 소짜리라 그런가 양은 적더라구요 ㅋㅋ,4,4,4,4,2020년 6월 24일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3817,봉추찜닭-경희대점,wi**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),오늘도 맛나게 잘먹었어요,4,4,4,5,2020년 6월 18일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3818,봉추찜닭-경희대점,mo**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),볶음밥（누룽지）/1",맛있게먹었습니다~ 역시 봉추찜닭이네요,5,5,5,5,2020년 6월 17일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3819,봉추찜닭-경희대점,hy**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1,콜라/1",여러번 재주문했는데 이번에도 맛있게 잘먹었어요~,5,5,5,5,2020년 6월 14일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3820,봉추찜닭-경희대점,al**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),공기밥/1",너무 맛있어요! 당면도 진짜 많이 주셨어요! 매콤한 맛이 있어서 많이 먹어도 느끼하지 않아서 좋았어요ㅎㅎ 잘 먹었습니다^^,5,5,5,5,2020년 6월 14일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3821,봉추찜닭-경희대점,hy**님,봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),양이 너무 적어용ㅠㅠㅠ 아쉽습니당,3,4,2,4,2020년 6월 11일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3822,봉추찜닭-경희대점,op**님,봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),너무맛있게 먹었습니다 ㅎ 당면 많이 주셔서 감사,5,5,5,5,2020년 6월 11일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3823,봉추찜닭-경희대점,ss**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),당면이 너무 마나서 국물이 없음 배달 인거 감안해서 적당히 넣어줬음 해요,2,3,3,5,2020년 6월 10일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3824,봉추찜닭-경희대점,le**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면),당면 추가 선택(당면 개별 포장（렌지에 조리해야함）))",매우매우 맛있었습니다 이걸로 2끼 먹었어요 먹으면서 아까웠어요,5,5,5,5,2020년 6월 9일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3825,봉추찜닭-경희대점,li**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),볶음밥（누룽지）/1",진~ 짜~! 맛있게 먹었어요!!양이 많고 맵기도 딱 좋아요~!! 코로나때문에 다들 고생 많고 힘들었는데 이런 좋은 서비스 너무 감사합니다 ㅠ 사장님 최고 !!! 다들 건강하게 화이팅 !! 찜닭 먹고 싶으면 봉추찜닭 경희대점 ~~^^,5,5,5,5,2020년 6월 7일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3826,봉추찜닭-경희대점,ou**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1,콜라/1",맛있어요~~1~~~,5,5,5,5,2020년 6월 7일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3827,봉추찜닭-경희대점,mi**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면＋얇은당면),당면 추가 선택(당면 개별 포장（렌지에 조리해야함）))",맛은 몰론 사장님의 따뜻한 마음 때문에 감동 받았습니다. 같이 코로나 이겨갑시다 !̤̻!̤̻!̤̻!̤̻ 서비스 너무 감사합니다~~~,5,5,5,5,2020년 6월 5일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3828,봉추찜닭-경희대점,su**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면＋얇은당면)),늘 맛있고 기대가 충족되는 집. 심지어 오늘은 초광속 배달 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,5,5,5,5,2020년 6월 3일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3829,봉추찜닭-경희대점,he**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/2,콜라/1",두 번째 주문인데 가서 먹는것처럼 별 5개 줄수밖에 없어요! 부모님도 진짜 맛있게 드셨고 당면도 많이 주시고 코로나 응원 메세지도 감사드려요!! 50분예상에 30분만에 빠르게왔어요!!,5,5,5,5,2020년 5월 31일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3830,봉추찜닭-경희대점,ur**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",늘 맛있어요 믿고 먹는 봉추 경희대점ㅋㅋ 볶음밥 2개시킬 걸 그랬어요 ㅠㅠ,5,5,4,5,2020년 5월 29일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3831,봉추찜닭-경희대점,wh**님,봉추찜닭 大（한마리반）/1(당면 선택(넓은당면＋얇은당면)),빠르고....좋아요 맛잇엇어요,5,5,5,5,2020년 5월 25일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3832,봉추찜닭-경희대점,he**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",첫 주문인데 진짜 맛있게 먹었습니다!,5,5,5,5,2020년 5월 24일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3833,봉추찜닭-경희대점,je**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면),당면 추가 선택(당면 개별 포장（렌지에 조리해야함）)),볶음밥（누룽지）/1",양이 어마무시해서 다못먹었어요. 맛은 여전히 맛있어요.~,5,5,5,5,2020년 5월 24일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3834,봉추찜닭-경희대점,he**님,봉추찜닭 大（한마리반）/1(당면 선택(넓은당면)),매장에만 먹고 배달은 처음이였는데 역시 배달도 빠르고 양도 푸짐하고 매장에서처럼 맛있게 먹었어요.,5,5,5,5,2020년 5월 23일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3835,봉추찜닭-경희대점,an**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",저번에 맛있어서 또 시켜먹은건데 너무 맛있어요~ 신랑이랑 둘이 먹는데 양도 많고.. 당면 많이달라고 요청했는데 진짜 마니 왔어요~ 잘 먹었습니다^^,5,5,5,5,2020년 5월 22일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3836,봉추찜닭-경희대점,ou**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1,콜라/1",~~~~~~~~~~,5,5,5,5,2020년 5월 22일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3837,봉추찜닭-경희대점,me**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",맛있게 잘먹었습니다:) 맵기조절도 잘해주시고 서비스로 누룽지 사이즈업도 해주셔서 푸짐하게 먹었습니다👍🏻,5,5,5,5,2020년 5월 20일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3838,봉추찜닭-경희대점,co**님,"봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),볶음밥（누룽지）/1",당면 많이 넣어달라고 부탁했는데 이렇게나 많이 넣너주실줄 몰랐어요!! 진짜 감사해요. 누룽지도 사이즈업 해주시고 서비스 너무 좋습니다ㅠㅠ 음식도 깔끔하고 야채랑 고기가 신선한 느낌이라 정말 잘 먹었습니다! 나중에 또 찜닭 먹을 일 있으면 여기에서 시킬거에요!!! 메뉴에 대해서 이야기 하자면 소자 여자두명이서 먹기 적당했구요!! 맵다기 보다는 칼칼하게 매콤하다고 해야할까요..너무 맛있옸거요. 간도 딱! 그리고 봉추에서는 무조건 누룽지 추가하셔야 하는거 아시져들?ㅠㅠ 꼭 소스에 비벼서 드셔야해요ㅠㅠㅠ,5,5,5,5,2020년 5월 18일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3839,봉추찜닭-경희대점,ch**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),볶음밥（누룽지）/1",양도좋고 맛있어요!,5,5,5,5,2020년 5월 17일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3840,봉추찜닭-경희대점,ja**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),단골 중에 하나입니다~! 현금이 2만원 있길래 추가음료빼고 주문했는데 떡하니 서비스를 더해주는 봉추 경희대 최곱니다 ㅋㅋ 감사합니다 ㅋㅋ,5,5,5,5,2020년 5월 17일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3841,봉추찜닭-경희대점,손님,"봉추찜닭 大（한마리반）/1(당면 선택(넓은당면)),공기밥/3",맛있어요 양도 많이주셨어요,5,5,5,5,2020년 5월 15일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3842,봉추찜닭-경희대점,71**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),맛있어요~~~~~~,5,5,5,5,2020년 5월 14일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3843,봉추찜닭-경희대점,sy**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),회사 출근할때 점심으로 자주 먹었어요 요즘 코로나때문에 출근을 안했더니 급 먹고 싶어서 주문 했습니다 찜닭에 나오는 김치 좋아하는데 없어서 아쉬웠습니다 찜닭이랑 동치미3개 ㅠㅠ 하지만 양도 많고 맛있고 배송도 빠르고 너무 좋았어요,4,4,4,5,2020년 5월 13일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3844,봉추찜닭-경희대점,hy**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),봉추찜닭 먹을때마다 좋아요 이번엔 누룽지까지 서비스 주시고 덕분에 2배로 잘 먹은거 같아요 ㅎㅎ 감사합니다,5,5,5,5,2020년 5월 11일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3845,봉추찜닭-경희대점,wi**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),오늘은 평소보다 엄청빨리왔네요 완전 쫄깃한 면발로 훨씬 맛나게 먹었어요,5,4,5,5,2020년 5월 10일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3846,봉추찜닭-경희대점,ch**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),사진은 못 찍었지만 누룽지도 주시고 찜닭도 너무 맛있었어요,5,5,5,5,2020년 5월 10일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3847,봉추찜닭-경희대점,yb**님,봉추찜닭 小（반마리）/1(당면 선택(얇은당면)),맛있게 잘 먹었습니다.,5,5,5,5,2020년 5월 9일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3848,봉추찜닭-경희대점,손님,"봉추찜닭 中（한마리）/1(당면 선택(얇은당면)),공기밥/3",푸짐하고 넘넘 맛잇어용 누룽지밥 서비스 주시고용,5,5,5,2,2020년 5월 9일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3849,봉추찜닭-경희대점,a2**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),It tastes sooo great!,5,5,5,5,2020년 5월 8일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3850,봉추찜닭-경희대점,16**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),아주 맛있다👍👍👍👍,5,5,5,5,2020년 5월 8일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3851,봉추찜닭-경희대점,ki**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),맛잇어용 고기양이 좀 적은고같은건 느낌만 그런거겟죠?ㅜ,5,5,5,5,2020년 5월 6일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3852,봉추찜닭-경희대점,ev**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),찜닭 너무맛있네요~ 잘먹었습니다~!!^^,5,5,5,5,2020년 5월 5일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3853,봉추찜닭-경희대점,ma**님,봉추찜닭 中（한마리）/1(당면 선택(얇은당면)),오랜만에 먹었은데 완전 맛나요 ㅎㅎ,5,5,5,5,2020년 5월 4일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3854,봉추찜닭-경희대점,ns**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),배달도 빠르고 양도 많고 콜라 서비스에 감동!!,5,5,5,5,2020년 5월 3일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3855,봉추찜닭-경희대점,hy**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면＋얇은당면)),매콤하니 맛있어요 그런데 당면으로 사이즈 채운거 같은 느낌 ㅠㅠ 당면이 필요이상?으로 너무 많네요..,3,3,3,3,2020년 5월 2일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3856,봉추찜닭-경희대점,31**님,봉추찜닭 大（한마리반）/1(당면 선택(넓은당면)),맛이 좋아서 자주 배달해 먹는데 오늘은 누룽지 서비스와 손편지 까지 적어주셨네요. 맛으로 한번 정성으로 한번 감동입니다 ^^ 번창하세요~~,5,5,5,5,2020년 5월 2일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3857,봉추찜닭-경희대점,dk**님,봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),울 할매 최고맛집이에요 리뷰 너무 늦게썼네요. 원래 리뷰 잘 안쓰는데 여기는 쓰고싶네여 ㅎㅎㅠㅠ벌써 세번째 연속 주문입니다 할머니댁으로는 늘 여기만 배달시킬 예정이에요 매번 맛있는 음식 너무 감사합니다 멀리살아서 저는 못먹지만 배달시켜드릴때 할매가 이렇게 맛있다 한 식당은 여기뿐이에요 ㅎ 대박나세요 ㅎㅎ,5,5,5,5,2020년 4월 28일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3858,봉추찜닭-경희대점,zh**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),공기밥/2,콜라/1","신속하고 너무 맛있다~~ 다른 찜닭집보다 양이 많고 서비스가 너무 좋다! 시킬 때 찜닭보다 서비스가 더 기대된다.ㅋㅋㅋ 받을 때마다 손편지같은 인각적인 메모를 보니까 마음 항상 따뜻하고 기분이 좋다~~ “코로나19”는 잠시지만, 감동은 영원히 마음속에 남아 있다. 직원분들 많이 수고하셨습니다! 고맙고 잘 먹었습니다!^^",5,5,5,5,2020년 4월 27일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3859,봉추찜닭-경희대점,an**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),공기밥/2",맛있는데 제 입에는 좀 달고 매웠어요 근데 맛있음,5,5,5,5,2020년 4월 27일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3860,봉추찜닭-경희대점,z9**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),맛있게 잘 먹고 있습니다^^ 양이 많아서 내일 먹으려고 미리 덜어놨는데도 많네요 !,5,5,5,5,2020년 4월 25일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3861,봉추찜닭-경희대점,zh**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),공기밥/1",단골이라서 누룽지 서비스로 받아서 기분이 너무 좋아요! 고맙고 맛있게 먹었어요~~ 강추합니다!!!,5,5,5,5,2020년 4월 22일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3862,봉추찜닭-경희대점,sm**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면)),볶음밥（누룽지）/1",헐 TT 코로나로 힘드실테지만 리뷰를 안쓸수가 없네요 밑에 어떤분이 좋게 표현하셨던데 뻑뻑살이 많다고 근데 그게 진짜일줄은....다리랑 날개빼고는 다 뻑뻑살이예요 왜그런죠? 닭한마리면 그 양이 있을텐데 애들이 다 남겼어요 아깝네요 누릉지는 너무나 기름지고 봉추찜닭 좋아하는데 TT 아쉽네요 양은 많아요 닭 가슴살만 다 우리집으로 왔나봅니다 아니면 냉동 닭이던지 ...,2,1,4,4,2020년 4월 22일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3863,봉추찜닭-경희대점,80**님,"봉추찜닭 小（반마리）/1(당면 선택(넓은당면＋얇은당면)),공기밥/1,콜라/1",빠르고 맛있어요~~~~~~~~,5,5,5,5,2020년 4월 21일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3864,봉추찜닭-경희대점,cm**님,"봉추찜닭 中（한마리）/1(당면 선택(넓은당면＋얇은당면),당면 추가 선택(당면 개별 포장（렌지에 조리해야함）))",굿굿 최고에요~~,5,5,4,5,2020년 4월 15일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3865,봉추찜닭-경희대점,ji**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),배달도 빠르고 양도 많고 서비스까지 최고입니다. 항상 맛있게 먹었는데 이번에는 퍽퍽살이 유독 퍽퍽하더라구요. 퍽퍽살 좋아하는 사람이 더 많이 먹었습니다. ㅎㅎ,5,5,5,5,2020년 4월 15일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
3866,봉추찜닭-경희대점,lu**님,봉추찜닭 小（반마리）/1(당면 선택(넓은당면)),코로나 때문에 재택근무 중입니다..! 할아버지랑 같이 노나먹었는데 너무 맛있게 잘 먹었어요! 맛있는 음식과 사장님 손글씨 메모와 서비스 덕분에 기분 좋은 점심이었습니다:) 사장님도 점심 맛있게 드세요!!,5,5,5,5,2020년 4월 13일,11:00 - 22:00,서울 동대문구 회기동 16-32 1층
